"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"313","2016-09-15","03:05:04 PM","008813003","008833001","IC513","008813003/008833001","IC",1
"314","2016-09-15","11:00:08 PM","008814001","008814001","IC3645","008814001/008814001","IC",0
"315","2016-09-15","11:00:09 PM","008819406","008891009","IC3645","008819406/008891009","IC",0
"316","2016-09-15","11:51:49 PM","008833001","008893039","IC544","008833001/008893039","IC",0
"317","2016-09-16","09:01:19 AM","008891009","008892007","IC508","008891009/008892007","IC",0
"318","2016-09-16","10:23:15 AM","008831005","008833001","IC2635","008831005/008833001","IC",1
"319","2016-09-16","10:41:58 AM","008821006","008821121","1828","008821006/008821121","Extra",0
"320","2016-09-16","10:42:03 AM","008821121","008821196","1828","008821121/008821196","Extra",0
"321","2016-09-16","10:42:08 AM","008821196","008894748","1828","008821196/008894748","Extra",0
"322","2016-09-16","10:42:14 AM","008894748","008894508","1828","008894748/008894508","Extra",0
"323","2016-09-16","10:42:18 AM","008894508","008894201","1828","008894508/008894201","Extra",0
"324","2016-09-16","10:42:22 AM","008894201","008893120","1828","008894201/008893120","Extra",1
"325","2016-09-16","10:42:26 AM","008893120","008892007","1828","008893120/008892007","Extra",0
"326","2016-09-16","10:42:30 AM","008892007","008891009","1828","008892007/008891009","Extra",0
"327","2016-09-16","10:42:34 AM","008891009","008891702","1828","008891009/008891702","Extra",0
"328","2016-09-16","11:44:17 AM","008822269","008822251","S53360","008822269/008822251","S",2
"329","2016-09-16","11:55:51 AM","008831039","008833001","IC1530","008831039/008833001","IC",0
"330","2016-09-16","02:45:50 PM","008811213","008811304","S93288","008811213/008811304","S",1
"331","2016-09-16","03:16:05 PM","008811213","008811221","S23764","008811213/008811221","S",1
"332","2016-09-16","04:36:55 PM","008812005","008822004","IC4515","008812005/008822004","IC",2
"333","2016-09-16","04:37:07 PM","008812005","008822004","IC4515","008812005/008822004","IC",2
"334","2016-09-16","04:43:24 PM","008813003","008812005","8015","008813003/008812005","Extra",0
"335","2016-09-16","04:43:35 PM","008812005","008812021","8015","008812005/008812021","Extra",0
"336","2016-09-16","04:43:41 PM","008812021","008812047","8015","008812021/008812047","Extra",0
"337","2016-09-16","04:43:45 PM","008812047","008812211","8015","008812047/008812211","Extra",0
"338","2016-09-16","04:43:49 PM","008812211","008812229","8015","008812211/008812229","Extra",0
"339","2016-09-16","04:43:54 PM","008812229","008812237","8015","008812229/008812237","Extra",0
"340","2016-09-16","04:43:58 PM","008812237","008812245","8015","008812237/008812245","Extra",0
"341","2016-09-16","04:44:04 PM","008812237","008812245","8015","008812237/008812245","Extra",0
"342","2016-09-16","04:44:08 PM","008812245","008812252","8015","008812245/008812252","Extra",0
"343","2016-09-16","04:44:13 PM","008812252","008812260","8015","008812252/008812260","Extra",0
"344","2016-09-16","04:44:18 PM","008812260","008895836","8015","008812260/008895836","Extra",0
"345","2016-09-16","04:44:23 PM","008895836","008895802","8015","008895836/008895802","Extra",0
"346","2016-09-16","04:44:28 PM","008895802","008895091","8015","008895802/008895091","Extra",0
"347","2016-09-16","04:44:33 PM","008895091","008895000","8015","008895091/008895000","Extra",0
"348","2016-09-16","04:48:24 PM","008892007","008821006","IC1816","008892007/008821006","IC",2
"349","2016-09-16","04:48:28 PM","008812005","008893401","S32265","008812005/008893401","S",1
"350","2016-09-16","04:50:14 PM","008892007","008821006","IC1816","008892007/008821006","IC",1
"351","2016-09-16","04:50:18 PM","008892007","008821006","IC1816","008892007/008821006","IC",2
"352","2016-09-16","04:59:45 PM","008812047","008812062","S32265","008812047/008812062","S",1
"353","2016-09-16","05:07:13 PM","008813003","008811288","S23766","008813003/008811288","S",0
"354","2016-09-16","05:11:11 PM","008812005","008811304","S86567","008812005/008811304","S",2
"355","2016-09-16","06:01:06 PM","008821337","008822004","S11789","008821337/008822004","S",0
"356","2016-09-16","06:01:19 PM","008821337","008814001","S11789","008821337/008814001","S",0
"357","2016-09-16","07:33:30 PM","008831005","008812005","P7305","008831005/008812005","P",0
"358","2016-09-16","10:04:33 PM","008892007","008896149","IC442","008892007/008896149","IC",0
"359","2016-09-16","11:18:29 PM","008863008","008841004","IC2422","008863008/008841004","IC",2
"360","2016-09-17","01:44:57 AM","008833001","008831401","IC2621","008833001/008831401","IC",2
"361","2016-09-17","01:45:08 AM","008833001","008831401","IC2621","008833001/008831401","IC",0
"362","2016-09-17","09:29:47 AM","008814001","008866001","IC2109","008814001/008866001","IC",0
"363","2016-09-17","10:44:42 AM","008814001","008833001","IC1509","008814001/008833001","IC",0
"364","2016-09-17","10:45:02 AM","008872009","008814001","IC3110","008872009/008814001","IC",0
"365","2016-09-17","12:08:59 PM","008874567","008874583","L4561","008874567/008874583","L",0
"366","2016-09-17","12:09:05 PM","008874005","008874567","L4561","008874005/008874567","L",0
"367","2016-09-17","12:30:56 PM","008813003","008872009","IC3133","008813003/008872009","IC",1
"368","2016-09-17","02:22:53 PM","008821006","008822004","IC2045","008821006/008822004","IC",0
"369","2016-09-17","02:23:03 PM","008821006","008822004","S11996","008821006/008822004","S",0
"370","2016-09-17","05:25:53 PM","008893526","008822004","L858","008893526/008822004","L",2
"371","2016-09-17","07:31:32 PM","008831765","008831005","IC1528","008831765/008831005","IC",2
"372","2016-09-17","08:49:39 PM","008863008","008874724","IC3838","008863008/008874724","IC",1
"373","2016-09-17","09:54:32 PM","008894425","008812005","IC3229","008894425/008812005","IC",1
"374","2016-09-17","10:01:08 PM","008891009","008814001","IC1508","008891009/008814001","IC",2
"375","2016-09-17","10:01:32 PM","008814001","008819406","IC3607","008814001/008819406","IC",2
"376","2016-09-17","10:02:46 PM","008892007","008894425","IC742","008892007/008894425","IC",0
"377","2016-09-18","10:41:16 AM","008833001","008812005","IC1532","008833001/008812005","IC",1
"378","2016-09-18","12:13:37 PM","008821121","008821196","IC1832","008821121/008821196","IC",2
"379","2016-09-18","12:13:45 PM","008821196","008894508","IC1832","008821196/008894508","IC",2
"380","2016-09-18","12:13:48 PM","008894508","008894201","IC1832","008894508/008894201","IC",2
"381","2016-09-18","12:13:53 PM","008894201","008893120","IC1832","008894201/008893120","IC",2
"382","2016-09-18","12:13:58 PM","008893120","008892007","IC1832","008893120/008892007","IC",2
"383","2016-09-18","02:01:47 PM","008895505","008886009","L4864","008895505/008886009","L",2
"384","2016-09-18","05:08:14 PM","008891702","008891009","IC1817","008891702/008891009","IC",1
"385","2016-09-18","05:08:51 PM","008891702","008892007","IC1817","008891702/008892007","IC",1
"386","2016-09-18","05:20:29 PM","008892320","008892007","IC3617","008892320/008892007","IC",2
"387","2016-09-18","05:20:41 PM","008892320","008892304","IC3617","008892320/008892304","IC",1
"388","2016-09-18","05:20:45 PM","008892304","008892452","IC3617","008892304/008892452","IC",1
"389","2016-09-18","05:20:53 PM","008892205","008892254","IC3617","008892205/008892254","IC",2
"390","2016-09-18","05:20:57 PM","008892254","008892106","IC3617","008892254/008892106","IC",2
"391","2016-09-18","05:21:02 PM","008892007","008893559","IC3617","008892007/008893559","IC",1
"392","2016-09-18","05:29:08 PM","008812005","008813003","S86588","008812005/008813003","S",0
"393","2016-09-18","05:49:02 PM","008814001","008814340","S23788","008814001/008814340","S",1
"394","2016-09-18","06:35:38 PM","008892007","008893567","L867","008892007/008893567","L",0
"395","2016-09-18","06:36:02 PM","008822137","008822111","L867","008822137/008822111","L",0
"396","2016-09-18","06:39:29 PM","008892601","008895455","IC2316","008892601/008895455","IC",1
"397","2016-09-18","06:50:37 PM","008891702","008833001","IC518","008891702/008833001","IC",2
"398","2016-09-18","06:50:57 PM","008891009","008892007","IC518","008891009/008892007","IC",2
"399","2016-09-18","07:16:09 PM","008892007","008814001","IC518","008892007/008814001","IC",2
"400","2016-09-18","07:20:47 PM","008811437","008811510","S86569","008811437/008811510","S",2
"401","2016-09-18","07:28:28 PM","008821717","008821964","IC4239","008821717/008821964","IC",0
"402","2016-09-18","07:28:35 PM","008821964","008821907","IC4239","008821964/008821907","IC",0
"403","2016-09-18","07:28:40 PM","008821006","008821121","IC4239","008821006/008821121","IC",0
"404","2016-09-18","07:28:46 PM","008821121","008821600","IC4239","008821121/008821600","IC",0
"405","2016-09-18","07:40:09 PM","008892007","008891009","IC1842","008892007/008891009","IC",2
"406","2016-09-18","07:51:47 PM","008881166","008812005","IC3719","008881166/008812005","IC",0
"407","2016-09-18","08:18:28 PM","008812005","008833001","IC518","008812005/008833001","IC",1
"408","2016-09-18","08:20:33 PM","008812005","008833001","IC3617","008812005/008833001","IC",0
"409","2016-09-18","10:04:29 PM","(null)","008896800","IC829","(null)/008896800","IC",2
"410","2016-09-18","10:53:24 PM","008814001","008815016","S103879","008814001/008815016","S",0
"411","2016-09-18","10:57:54 PM","008894201","008821006","IC1808","008894201/008821006","IC",0
"412","2016-09-18","11:12:24 PM","008883006","008813003","P7802","008883006/008813003","P",2
"413","2016-09-18","11:22:45 PM","008821121","008821196","L2578","008821121/008821196","L",2
"414","2016-09-19","05:54:44 AM","008831005","008821121","P7215","008831005/008821121","P",2
"415","2016-09-19","05:54:50 AM","008831005","008821121","P7215","008831005/008821121","P",0
"416","2016-09-19","06:37:41 AM","008894425","008812005","IC3229","008894425/008812005","IC",2
"417","2016-09-19","06:47:49 AM","008841202","008812005","P7444","008841202/008812005","P",1
"418","2016-09-19","06:50:23 AM","008841202","008812005","P7444","008841202/008812005","P",2
"419","2016-09-19","06:52:26 AM","008895000","008895455","P7982","008895000/008895455","P",0
"420","2016-09-19","06:52:32 AM","008831005","008812005","P7305","008831005/008812005","P",2
"421","2016-09-19","07:11:49 AM","008883311","008814001","P7515","008883311/008814001","P",2
"422","2016-09-19","07:15:16 AM","008886009","008886587","P8589","008886009/008886587","P",2
"423","2016-09-19","07:15:22 AM","008886587","008886561","P8589","008886587/008886561","P",2
"424","2016-09-19","07:15:26 AM","008886561","008886553","P8589","008886561/008886553","P",2
"425","2016-09-19","07:15:30 AM","008886553","008886504","P8589","008886553/008886504","P",2
"426","2016-09-19","07:15:36 AM","008886504","008886546","P8589","008886504/008886546","P",2
"427","2016-09-19","07:15:40 AM","008886546","008895505","P8589","008886546/008895505","P",1
"428","2016-09-19","07:31:50 AM","008822004","008814001","IC3128","008822004/008814001","IC",2
"429","2016-09-19","07:32:01 AM","008822004","008814001","IC3128","008822004/008814001","IC",1
"430","2016-09-19","07:32:07 AM","008822004","008814001","P7208","008822004/008814001","P",1
"431","2016-09-19","07:33:02 AM","008812005","008812047","IC3205","008812005/008812047","IC",0
"432","2016-09-19","07:38:07 AM","008833001","008812005","IC1529","008833001/008812005","IC",2
"433","2016-09-19","07:40:47 AM","008883311","008812005","IC2408","008883311/008812005","IC",0
"434","2016-09-19","07:41:06 AM","008821717","008821600","IC4207","008821717/008821600","IC",2
"435","2016-09-19","07:41:16 AM","008883311","008814001","IC2408","008883311/008814001","IC",0
"436","2016-09-19","07:41:43 AM","008821717","008821600","IC4207","008821717/008821600","IC",1
"437","2016-09-19","07:42:21 AM","008821717","008821600","IC4207","008821717/008821600","IC",2
"438","2016-09-19","07:51:31 AM","008812120","008812005","S32279","008812120/008812005","S",2
"439","2016-09-19","07:56:10 AM","008891009","008892007","IC507","008891009/008892007","IC",1
"440","2016-09-19","08:05:11 AM","008812062","008812047","S32279","008812062/008812047","S",2
"441","2016-09-19","08:07:17 AM","008892007","008814001","IC2807","008892007/008814001","IC",1
"442","2016-09-19","08:10:57 AM","008821238","008821337","IC3328","008821238/008821337","IC",1
"443","2016-09-19","08:15:39 AM","008821238","008821337","IC3328","008821238/008821337","IC",2
"444","2016-09-19","08:51:15 AM","008833001","008813003","IC1730","008833001/008813003","IC",2
"445","2016-09-19","08:52:11 AM","008833001","008812005","IC1730","008833001/008812005","IC",2
"446","2016-09-19","08:52:21 AM","008812005","008813003","IC1730","008812005/008813003","IC",1
"447","2016-09-19","08:58:45 AM","008864006","008866001","IC2104","008864006/008866001","IC",1
"448","2016-09-19","09:21:31 AM","008814001","008814308","IC3430","008814001/008814308","IC",1
"449","2016-09-19","12:26:10 PM","008814001","008872009","IC2036","008814001/008872009","IC",0
"450","2016-09-19","12:37:28 PM","008814001","008891009","IC1534","008814001/008891009","IC",0
"451","2016-09-19","12:53:52 PM","008819406","008822004","IC2633","008819406/008822004","IC",1
"452","2016-09-19","12:54:10 PM","008822004","008821121","IC2633","008822004/008821121","IC",1
"453","2016-09-19","01:11:40 PM","008821121","008821006","IC2633","008821121/008821006","IC",0
"454","2016-09-19","03:38:18 PM","008892007","008891009","IC536","008892007/008891009","IC",0
"455","2016-09-19","03:49:17 PM","008841004","008864451","L5566","008841004/008864451","L",0
"456","2016-09-19","04:22:41 PM","008812005","008841400","IC1714","008812005/008841400","IC",1
"457","2016-09-19","04:26:14 PM","008812005","008881166","P8802","008812005/008881166","P",1
"458","2016-09-19","04:29:22 PM","008883436","008886009","P8512","008883436/008886009","P",1
"459","2016-09-19","04:33:00 PM","008812005","008841400","IC1714","008812005/008841400","IC",1
"460","2016-09-19","04:36:18 PM","008886009","008886348","P8512","008886009/008886348","P",2
"461","2016-09-19","04:38:05 PM","008811189","008821121","IC3316","008811189/008821121","IC",1
"462","2016-09-19","04:38:20 PM","008893401","008894425","L2688","008893401/008894425","L",0
"463","2016-09-19","04:38:27 PM","008822004","008893401","IC4138","008822004/008893401","IC",1
"464","2016-09-19","04:41:50 PM","008812005","008813003","S61588","008812005/008813003","S",1
"465","2016-09-19","04:42:06 PM","008812005","008895646","S61588","008812005/008895646","S",2
"466","2016-09-19","04:44:04 PM","008812005","008833209","IC2215","008812005/008833209","IC",2
"467","2016-09-19","04:44:08 PM","008886348","008885001","P8512","008886348/008885001","P",0
"468","2016-09-19","04:46:18 PM","008821121","008894508","IC716","008821121/008894508","IC",2
"469","2016-09-19","04:46:34 PM","008821121","008894508","IC716","008821121/008894508","IC",2
"470","2016-09-19","04:46:41 PM","008821121","008893120","IC716","008821121/008893120","IC",2
"471","2016-09-19","04:47:11 PM","008811189","008821121","IC3316","008811189/008821121","IC",1
"472","2016-09-19","05:09:55 PM","008812005","008811916","IC2116","008812005/008811916","IC",2
"473","2016-09-19","05:18:58 PM","008841004","008864469","L5567","008841004/008864469","L",2
"474","2016-09-19","05:20:21 PM","008811411","008811403","S53366","008811411/008811403","S",1
"475","2016-09-19","05:39:27 PM","008893401","008894425","L2689","008893401/008894425","L",0
"476","2016-09-19","06:05:08 PM","008821121","008831138","IC2616","008821121/008831138","IC",1
"477","2016-09-19","06:17:49 PM","008813003","008883311","IC1939","008813003/008883311","IC",2
